met_id,abbreviation,createdDate,updatedDate,fullName,description,synonyms,iupac,neutralFormula,chargedFormula,charge,avgmolweight,monoisotopicweight,miriam,biggId,lmId,ehmnId,hepatonetId,keggId,pubChemId,cheBlId,chembl,inchiString,inchiKey,smile,hmdb,metanetx,seed,pdmapName,reconMap,reconMap3,golgimap,lysosomemap,mitochondrionmap,nucleusmap,peroxisomemap,reticulummap,food_db,chemspider,biocyc,wikipedia,drugbank,knapsack,phenolExplorer,metlin,casRegistry,epa_id,echa_id,iuphar_id,fda_id,mesh_id,chodb_id,isHuman,isMicrobe,Compound_ID,Pathway_ID,Pathway_Name
5682,12dhchol,2018-05-31T15:54:08.170242Z,2019-01-29T12:13:55.391607Z,"12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid",,,,,C24H37O5,-1,,,http://identifiers.org/vmhmetabolite/12dhchol,,,,,,,,,,,,,,,,,12dhchol,,,,,,,,,,,,,,,,,,,,,,True,True,,,
1379,12harachd,2018-05-31T15:54:08.170242Z,2019-02-08T16:22:49.374006Z,12-HETE,"Human Metabolome Database (HMDB): 12-hydroxyeicosatetraenoic acid (12-HETE) is an eicosanoid, a 5-lipoxygenase metabolite of arachidonic acid. 5-Lipoxygenase (LO)-derived leukotrienes are involved in inflammatory glomerular injury. LO product 12-HETE is associated with pathogenesis of hypertension, and may mediate angiotensin II and TGFbeta induced mesengial cell abnormality in diabetic nephropathy. 12-HETE is markedly elevated in the psoriatic lesions. 12-HETE is a vasoconstrictor eicosanoid that contribute to high blood pressure in (renovascular) hypertension and pregnancy-induced hypertension. A significant percentage of patients suffering from a selective increase in plasma LDL cholesterol (type IIa hyperlipoproteinaemia) exhibits increased platelet reactivity. This includes enhanced platelet responsiveness against a variety of platelet-stimulating agents ex vivo and enhanced arachidonic acid metabolism associated with increased generation of arachidonic acid metabolites such as 12-HETE, and secretion of platelet-storage products (PMID: 7562532, 12480795, 17361113, 8498970,1333255, 2119633). 12-HETE is a highly selective ligand used to label mu-opioid receptors in both membranes and tissue sections. The 12-s-HETE analog has been reported to augment tumour cell metastatic potential through activation of protein kinase c. 12-HETE can be formed either in the 12-S or 12-R configuration. It has a diversity of biological actions and is generated by a number of tissues including the renal glomerulus and the vasculature. 12-HETE is one of the six monohydroxy fatty acids produced by the non-enzymatic oxidation of arachidonic acid. 12-HETE is a neuromodulator that is synthesized during ischemia. Its neuronal effects include attenuation of calcium influx and glutamate release as well as inhibition of AMPA receptor (AMPA-R) activation. 12-HETE is found to be associated with peroxisomal biogenesis defect and Zellweger syndrome, which are inborn errors of metabolism.","(e,Z,Z,Z)-12-Hydroxy-5,8,10,14-eicosatetraenoate***(e,Z,Z,Z)-12-Hydroxy-5,8,10,14-eicosatetraenoic acid***12-Hydroxy-5,8,10,14-eicosatetraenoate***12-Hydroxy-5,8,10,14-eicosatetraenoic acid***12-Hydroxy-5E,8Z,10Z,14Z-eicosatetraenoate***12-Hydroxy-5E,8Z,10Z,14Z-eicosatetraenoic acid***12-Hydroxyeicosatetraenoate***12-Hydroxyeicosatetraenoic acid***12-R-HETE***12 S Hydroxyeicosatetraenoic acid***12-S-HETE***Acid, 12-S-hydroxyeicosatetraenoic***12-S-Hydroxyeicosatetraenoic acid","(5E,8Z,10Z,14Z)-12-hydroxyicosa-5,8,10,14-tetraenoic acid",,C20H31O3,-1,320.4663,320.2351449,http://identifiers.org/vmhmetabolite/12harachd,12harachd,,,,,5312983,,,"InChI=1S/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)/p-1/b9-7+,11-8?,13-10-,17-14?",ZNHVWPKMFKADKW-FUOBAMOMSA-M,[H]OC([H])(C(\[H])=C(\[H])/C(/[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],HMDB0006111,MNXM13977,,,12harachd,12harachd,,,,,,12harachd,FDB001435,4472408,,,,C00000424,,,71030-37-0,,,,,,12harachd,True,False,,,
5719,12htacr,2018-05-31T15:54:08.170242Z,2018-06-05T07:02:43.286177Z,"12-HT or M-VI, 12-Hydroxy Tacrolimus",,,,C44H69NO13,C44H69NO13,0,,,http://identifiers.org/vmhmetabolite/12htacr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
373,12ppd_R,2018-05-31T15:54:08.170242Z,2019-02-08T16:21:14.548010Z,Propylene glycol,"Human Metabolome Database (HMDB): Propylene glycol (1,2-propanediol) is an organic compound (a diol alcohol), usually a tasteless, odorless, and colorless clear oily liquid that is hygroscopic and miscible with water, acetone, and chloroform. It is manufactured by the hydration of propylene oxide. Propylene glycol is used as a solvent for intravenous, oral, and topical pharmaceutical preparations It is generally considered safe. However in large doses it can be toxic, especially if given over a short period of time. Intravenous lorazepam contains the largest amount of propylene glycol of commonly used drugs. In adults with normal liver and kidney function, the terminal half-life of propylene glycol ranges from 1.4 to 3.3 hours. Propylene glycol is metabolized by the liver to form lactate, acetate, and pyruvate. The nonmetabolized drug is excreted in the urine mainly as the glucuronide conjugate, approximately 12 to 45 percent is excreted unchanged in urine. Renal clearance decreases as the dose administered increases (390 ml/minute/173 m2 at a dose of 5 g/day but only 144 ml/minute/173 m2 at a dose of 21 g/day). These data suggest that renal clearance declines at higher propylene glycol doses because of saturation of proximal tubular secretion of the drug. As an acceptable level of propylene glycol has not been defined, the clinical implication of a propylene glycol level is unclear. The World Health Organization (WHO) recommends a maximum consumption of 25 mg/kg/day (1.8 g/day for a 75 kg male) of propylene glycol when used as a food additive, but this limit does not address its use as a drug solvent. No maximum dose is recommended in the literature for intravenous therapy with propylene glycol. Intoxication occurs at much higher doses than the WHO dose limit and is exclusive to pharmacologic exposure. Propylene glycol toxicity includes development of serum hyperosmolality, lactic acidosis, and kidney failure. It has been suggested that proximal tubular necrosis is the cause of acute kidney injury from propylene glycol. Along these lines, proximal tubular cell injury occurs in cultured human cells exposed to propylene glycol. Acute tubular necrosis was described with propylene glycol toxicity in a case of concomitant administration of intravenous lorazepam and trimethoprim sulfamethoxazole. Propylene glycol induced intoxication can also mimic sepsis or systemic inflammatory response syndrome (SIRS). Patients suspected of having sepsis with negative cultures should be evaluated for propylene glycol toxicity if they have been exposed to high dose lorazepam or other medications containing this solvent. (PMID: 17555487).","1,2-Dihydroxypropane***1,2-Propanediol***1,2-Propylenglykol***2-Hydroxypropanol***alpha-Propyleneglycol***CH3CH(OH)CH2OH***HOCH2CH(OH)CH3***HOCH2CH(OH)Me***Isopropylene glycol***MeCH(OH)CH2OH***Methyl glycol***Methylethyl glycol***Methylethylene glycol***Monopropylene glycol***PPD***a-Propyleneglycol***α-propyleneglycol***(RS)-1,2-Propanediol***1,2-(RS)-Propanediol***1,2-Propylene glycol***2,3-Propanediol***a-Propylene glycol***Aliphatic alcohol***alpha-Propylene glycol***Chilisa fe***DL-1,2-Propanediol***DL-Propylene glycol***Dowfrost***Glycol***Ilexan P***Inhibited 1,2-propylene glycol***Prolugen***Propane-1,2-diol***Propanediol***Propylene glycol usp***Propylenglycol***Sentry propylene glycol***Sirlene***Solar winter ban***Solargard P***Trimethyl glycol***Ucar 35***Propan-1,2-diol***Monohydrate, propylene glycol***Propylene glycol, (R)-isomer***Propylene glycol, (S)-isomer***1,2 Propanediol***Glycol, propylene***Propylene glycol, (+-)-isomer***Propylene glycol monohydrate***Propylene glycol sodium salt","Propane-1,2-diol",,C3H8O2,0,76.0944,76.0524295,http://identifiers.org/vmhmetabolite/12ppd_R,12ppd__R,,,,C00583,1030,16997,CHEMBL286398,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",DNIAPMSPPWPWGF-UHFFFAOYSA-N,[H]OC([H])([H])C([H])(O[H])C([H])([H])[H],HMDB0001881,MNXM90191,cpd01861,,12ppd_R,12ppd_R,,,,,,,FDB008274,13835224,"PROPANE-1,2-DIOL","1,2-Propanediol",,C00007410,,3220,57-55-6,DTXSID0021206,100.000.307,,6DC9Q167V3,D019946,12ppd_R,True,True,cpd:C00583,path:map01100;path:map00640,Metabolic pathways;Propanoate metabolism
5721,1331tacr,2018-05-31T15:54:08.170242Z,2018-06-05T07:02:20.638422Z,"13,31-O-Didesmethyl-Tacrolimus",,,,C42H65NO12,C42H65NO12,0,,,http://identifiers.org/vmhmetabolite/1331tacr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
710,13_cis_oretn,2018-05-31T15:54:08.170242Z,2018-12-03T15:34:19.670123Z,13-Cis-Oxo-Retinoic Acid,,,,,C20H27O3,-1,,,http://identifiers.org/vmhmetabolite/13_cis_oretn,13_cis_oretn,,,,,,,,"InChI=1S/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)/p-1/b8-6+,10-9+,14-7+,15-13-",GGCUJPCCTQNTJF-FAOQNJJDSA-M,[H]/C(=C(/[H])\C(=C(\[H])C([O-])=O)\C([H])([H])[H])/C(/[H])=C(/C(/[H])=C(\[H])C1=C(C(=O)C([H])([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])\C([H])([H])[H],,MNXM146866,,,13_cis_oretn,13_cis_oretn,,,,13_cis_oretn,,,,,,,,,,,,,,,,,13_cis_oretn,True,False,,,
826,13_cis_retnglc,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:45.727320Z,13-Cis-Retinoyl Glucuronide,,,"O~15~-[(2S,3R,4S,5S,6S)-6-Carboxy-3,4,5-trihydroxyoxan-2-yl]retinoic acid",,C26H35O8,-1,476.5660095,476.2410181,http://identifiers.org/vmhmetabolite/13_cis_retnglc,13_cis_retnglc,,CE2959,,,5281877,,,"InChI=1S/C26H36O8/c1-15(11-12-18-17(3)10-7-13-26(18,4)5)8-6-9-16(2)14-19(27)33-25-22(30)20(28)21(29)23(34-25)24(31)32/h6,8-9,11-12,14,20-23,25,28-30H,7,10,13H2,1-5H3,(H,31,32)/p-1/b9-6+,12-11-,15-8+,16-14+/t20-,21-,22+,23-,25+/m0/s1",MTGFYEHKPMOVNE-JZXLACIESA-M,[H]O[C@@]1([H])[C@]([H])(OC(=O)C(\[H])=C(\C(\[H])=C(/[H])\C(\[H])=C(\C([H])=C([H])C2=C(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])/C([H])([H])[H])O[C@]([H])(C([O-])=O)[C@@]([H])(O[H])[C@]1([H])O[H],,MNXM146867,,,13_cis_retnglc,13_cis_retnglc,,,,,,13_cis_retnglc,,,,,,,,,401-10-5,DTXSID40274187,,,,,13_cis_retnglc,True,False,,,
7,13dampp,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:07.744352Z,"1,3-Diaminopropane","Human Metabolome Database (HMDB): 1,3-Diaminopropane is a stable, flammable and highly hydroscopic fluid. It is a polyamine that is normally quite toxic if swallowed, inhaled or absorbed through the skin. It is a catabolic byproduct of spermidine. It is also a precursor in the enzymatic synthesis of beta-alanine. 1, 3-Diaminopropane is involved in the arginine/proline metabolic pathways and the beta-alanine metabolic pathway.","1,3-Propanediamine***1,3-Propylenediamine***Propane-1,3-diamine***tn***1,3-diamino-N-Propane***1,3-Trimethylenediamine***3-Aminopropylamine***a,W-Propanediamine***Trimethylenediamine***Trimethylenediamine hydrochloride***Trimethylenediamine dihydrochloride***1,3-Diaminepropane","Propane-1,3-diamine",,C3H12N2,2,74.1249,74.08439833,http://identifiers.org/vmhmetabolite/13dampp,13dampp,,,,C00986,428,15725,,InChI=1S/C3H10N2/c4-2-1-3-5/h1-5H2/p+2,XFNJVJPLKCPIBV-UHFFFAOYSA-P,[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H],HMDB0000002,MNXM146468,cpd00726,,13dampp,13dampp,,,,,,,FDB005274,415,CPD-313,,,C00007404,,5081,109-76-2,DTXSID1021906,,,,,13dampp,True,True,cpd:C00986,path:map01100;path:map00410;path:map00260;path:map01120;path:map00330,"Metabolic pathways;beta-Alanine metabolism;Glycine, serine and threonine metabolism;Microbial metabolism in diverse environments;Arginine and proline metabolism"
5720,13dmt,2018-05-31T15:54:08.170242Z,2018-06-05T07:02:33.703426Z,"13-O-Desmethyl Tacrolimus, 13-DMT or M-I",,,,C43H67NO12,C43H67NO12,0,,,http://identifiers.org/vmhmetabolite/13dmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
254,13dpg,2018-05-31T15:54:08.170242Z,2019-02-08T16:20:45.306667Z,"Glyceric acid 1,3-biphosphate","Human Metabolome Database (HMDB): 1,3-Bisphosphogylcerate (1,3BPG), also known as PGAP, is a 3-carbon organic molecule present in most, if not all living creatures. It primarily exists as a metabolic intermediate in glycolysis during respiration. 1,3BPG have been recognized as regulatory signal implicated in the control of metabolism, oxygen affinity of red cells and other cellular functions. 1,3BPG concentration in erythrocytes changes in a number of pathological conditions, such as Inherited Phosphoglycerate kinase deficiency in erythrocytes (involved in the synthesis and breakdown of 1,3 BPG). (PMID 3555887). 1,3-bisphosphoglycerate is the anion form of bisphosphoglyceric acid. It is phosphorylated at the number 1 and 3 carbons. The result of this phosphorylation gives 1,3BPG important biological properties such as the ability to phosphorylate ADP to form the energy storage molecule ATP.(wikipedia).","1,3-Biphosphoglycerate***1,3-Biphosphoglyceric acid***1,3-Bis-phosphoglycerate***1,3-Bisphosphoglycerate***1,3-Diphosphateglycerate***1,3-Diphosphoglycerate***13-DPG***2-Hydroxy-3-(phosphonooxy)-propanoate***2-Hydroxy-3-(phosphonooxy)-propanoic acid***2-Hydroxy-3-(phosphonooxy)-propanoic acid 1-anhydride with phosphorate***2-Hydroxy-3-(phosphonooxy)-propanoic acid 1-anhydride with phosphoric acid***3-P-Glyceroyl-P***3-phospho-D-Glyceroyl phosphate***3-phospho-D-Glyceroyl-phosphate***3-Phosphoglyceroyl phosphate***3-Phosphoglyceroyl-P***3-Phosphoglyceroyl-phosphate***DPG***Glycerate 1,3-biphosphate***Glycerate 1,3-bisphosphate***Glycerate 1,3-diphosphate***P-Glyceroyl-P***Phosphoglyceroyl-P",{[2-hydroxy-3-(phosphonooxy)propanoyl]oxy}phosphonic acid,,C3H4O10P2,-4,266.0371,265.9592695,http://identifiers.org/vmhmetabolite/13dpg,13dpg,,,HC00214,C00236,683,,,"InChI=1S/C3H8O10P2/c4-2(1-12-14(6,7)8)3(5)13-15(9,10)11/h2,4H,1H2,(H2,6,7,8)(H2,9,10,11)/p-4/t2-/m1/s1",LJQLQCAXBUHEAZ-UWTATZPHSA-J,[H]O[C@@]([H])(C(=O)OP([O-])([O-])=O)C([H])([H])OP([O-])([O-])=O,HMDB0001270,MNXM261,cpd00203,3-phospho-D-glyceroyl dihydrogen phosphate;D-glyceraldehyde 3-phosphate,13dpg,13dpg,,,,,,,FDB022524,663,DPG,"1,3-Biphosphoglycerate",,,,,1981-49-3,,,,,,13dpg,True,True,cpd:C00236,path:map01062;path:map01100;path:map00710;path:map01061;path:map01110;path:map01120;path:map00010;path:map01060;path:map01230;path:map01063;path:map01200;path:map05415,Biosynthesis of terpenoids and steroids;Metabolic pathways;Carbon fixation by Calvin cycle;Biosynthesis of phenylpropanoids;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Glycolysis / Gluconeogenesis;Biosynthesis of plant secondary metabolites;Biosynthesis of amino acids;Biosynthesis of alkaloids derived from shikimate pathway;Carbon metabolism;Diabetic cardiomyopathy
5724,14hmdz,2018-05-31T15:54:08.170242Z,2018-06-05T07:07:33.015722Z,"1,4-Dihydroxy-Midazolam",,,,C18H13ClFN3O2,C18H13ClFN3O2,0,,,http://identifiers.org/vmhmetabolite/14hmdz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
5727,1513tacr,2018-05-31T15:54:08.170242Z,2018-06-05T07:01:53.626796Z,"13,15-O-Didesmethyl Tacrolimus",,,,C42H65NO12,C42H65NO12,0,,,http://identifiers.org/vmhmetabolite/1513tacr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
5728,1531tacr,2018-05-31T15:54:08.170242Z,2018-06-05T07:01:42.809808Z,"15, 31-O-Didesmethyl-Tacrolimus",,,,C42H65NO12,C42H65NO12,0,,,http://identifiers.org/vmhmetabolite/1531tacr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
388,15HPET,2018-05-31T15:54:08.170242Z,2018-12-03T15:52:21.510834Z,15S-Hydroperoxyeicosatetraenoate,,,,,C20H31O4,-1,,,http://identifiers.org/vmhmetabolite/15HPET,15HPET,LMFA03070013,CE7080,,,5280893,,,"InChI=1S/C20H32O4/c1-2-3-13-16-19(24-23)17-14-11-9-7-5-4-6-8-10-12-15-18-20(21)22/h4-5,8-11,14,17,19,23H,2-3,6-7,12-13,15-16,18H2,1H3,(H,21,22)/p-1/b5-4-,10-8-,11-9-,17-14+/t19-/m0/s1",BFWYTORDSFIVKP-VAEKSGALSA-M,[H]OO[C@]([H])(C([H])=C([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,MNXM162620,cpd03555,,15HPET,15HPET,,,,15HPET,15HPET,15HPET,,,,,,,,,,,,,,,15HPET,True,False,,,
5726,15dmt,2018-05-31T15:54:08.170242Z,2018-06-05T07:02:03.999100Z,"15-DMT or M-III, 15-O-Desmethyl Tacrolimus",,,,C43H67NO12,C43H67NO12,0,,,http://identifiers.org/vmhmetabolite/15dmt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,
2556,15kprostgf2,2018-05-31T15:54:08.170242Z,2018-06-26T13:54:31.819315Z,15-Keto-Prostaglandin F2A,,,,,C20H31O5,-1,,,http://identifiers.org/vmhmetabolite/15kprostgf2,,,,,,,,,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,16-19,22-23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/p-1/b7-4-,13-12+/t16-,17-,18+,19-/m1/s1",LOLJEILMPWPILA-AMFHKTBMSA-M,[H]O[C@]1([H])C([H])([H])[C@]([H])(O[H])[C@]([H])(C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([O-])=O)[C@@]1([H])C(\[H])=C(/[H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],,,,,,15kprostgf2,,,,,,,,,,,,,,,,,,,,,,True,False,,,
1244,17ahprgnlone,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:43.362089Z,17a-Hydroxypregnenolone,"Human Metabolome Database (HMDB): 17a-Hydroxypregnenolone is a 21-carbon steroid that is converted from pregnenolone by cytochrome P450 17alpha hydroxylase/C17,20 lyase (CYP17, EC 1.14.99.9). 17a-Hydroxypregnenolone is an intermediate in the delta-5 pathway of biosynthesis of gonadal steroid hormones and the adrenal corticosteroids. The first, rate-limiting and hormonally regulated step in the biosynthesis of all steroid hormones is the conversion of cholesterol to pregnenolone. The conversion of cholesterol to pregnenolone is accomplished by the cleavage of the cholesterol side chain, catalyzed by a mitochondrial cytochrome P450 enzyme termed P450scc where scc designates Side Chain Cleavage. All steroid hormones are made from the pregnenolone produced by P450scc; thus, the presence or absence of each of the activities of CYP17 directs this pregnenolone towards its final metabolic pathway. While all cytochrome P450 enzymes can catalyze multiple reactions on a single active site, CYP17 is the only one described to date in which these multiple activities are differentially regulated by a physiologic process. 17a-Hydroxypregnenolone is converted to dehydroepiandrosterone by the 17,20 lyase activity of CYP17. The ratio of the 17,20 lyase to 17 alpha-hydroxylase activity of CYP17 determines the ratio of C21 to C19 steroids produced. This ratio is regulated post-translationally by at least three factors: the abundance of the electron-donating protein P450 oxidoreductase, the presence of cytochrome b5, and the serine phosphorylation of CYP17. (PMID: 12573809).","(3beta)-3,17-Dihydroxypregn-5-en-20-one***17-Hydroxypregnenolone***5-Pregnen-3beta,17alpha-diol-20-one***(3b)-3,17-Dihydroxypregn-5-en-20-one***(3β)-3,17-dihydroxypregn-5-en-20-one***5-Pregnen-3b,17a-diol-20-one***5-Pregnen-3β,17α-diol-20-one***17-Hydroxy-D5-pregnenolone***17-OH-Pregnenolone***17a-Hydroxypregnolone***17alpha-Hydroxypregnanolone***17alpha-Hydroxypregnenolone***3b,17-Dihydroxy-5-pregnen-20-one***3b,17-Dihydroxy-pregn-5-en-20-one***3b,17a-Dihydroxypregn-5-en-20-one***17alpha Hydroxypregnenolone***Hydroxypregnenolone***17 Hydroxypregnenolone***17 alpha Hydroxypregnenolone***17-Hydroxypregnenolone, (3alpha)-isomer***17-Hydroxypregnenolone, (3beta,13alpha)-isomer***17-alpha-Hydroxypregnenolone***17 alpha-Hydroxypregnenolone***17-Hydroxypregnenolone, (3beta,13alpha,17alpha)-isomer***17-Hydroxypregnenolone, (3beta,17alpha)-isomer",,,C21H32O3,0,332.477,332.2351449,http://identifiers.org/vmhmetabolite/17ahprgnlone,17ahprgnlone,LMST02030089,,,C05138,91451,28750,,"InChI=1S/C21H32O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,15-18,23-24H,5-12H2,1-3H3/t15-,16+,17-,18-,19-,20-,21-/m0/s1",JERGUCIJOXJXHF-TVWVXWENSA-N,[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])([H])[C@@]3([H])[C@]4([H])C([H])([H])C([H])([H])[C@](O[H])(C(=O)C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@]3([H])[C@@]2(C([H])([H])[H])C([H])([H])C1([H])[H],HMDB0000363,MNXM162733,cpd03058,,17ahprgnlone,17ahprgnlone,,,,,,17ahprgnlone,FDB021982,82579,,17α-Hydroxypregnenolone,,,,5352,387-79-1,,,,,,17ahprgnlone,True,True,cpd:C05138,path:map04934;path:map01100;path:map04927;path:map00140;path:map04913,Cushing syndrome;Metabolic pathways;Cortisol synthesis and secretion;Steroid hormone biosynthesis;Ovarian steroidogenesis
1245,17ahprgstrn,2018-05-31T15:54:08.170242Z,2019-02-08T16:19:43.481416Z,17-Hydroxyprogesterone,"Human Metabolome Database (HMDB): It serves as an intermediate in the biosynthesis of hydrocortisone and gonadal steroid hormones. It is derived from progesterone via 17-hydroxylase, a P450c17 enzyme, or from 17-hydroxypregnenolone via 3&#946;-hydroxysteroid dehydrogenase/&#916;5-4 isomerase. 17-Hydroxyprogesterone is a natural progestin and in pregnancy increases in the third trimester primarily due to fetal adrenal production. This hormone is primarily produced in the adrenal glands and to some degree in the gonads, specifically the corpus luteum of the ovary. Normal levels are 3-90 ng/dl in children, and in women, 15-70 ng/dl prior to ovulation, and 35-290 ng/dl during the luteal phase. Measurements of levels of 17-hydroxyprogesterone are useful in the evaluation of patients with suspected congenital adrenal hyperplasia as the typical enzymes that are defective, namely 21-hydroxylase and 11&#946;-hydroxylase, lead to a build-up of 17OHP. In contrast, the rare patient with 17&#945;-hydroxylase deficiency will have very low or undetectable levels of 17OHP. 17OHP levels can also be used to measure contribution of progestational activity of the corpus luteum during pregnancy as progesterone but not 17OHP is also contributed by the placenta.","17-Hydroxypregn-4-en-3,20-dione***17alpha-Hydroxy-4-pregnene-3,20-dione***17alpha-Hydroxy-progesterone***delta(4)-Pregnene-17alpha-ol-3,20-dione***Hidroxiprogesterona***Hydroxyprogesterone***Hydroxyprogesteronum***Pregn-4-ene-3,20-dione-17-ol***17a-Hydroxy-4-pregnene-3,20-dione***17α-hydroxy-4-pregnene-3,20-dione***17a-Hydroxy-progesterone***17α-hydroxy-progesterone***delta(4)-Pregnene-17a-ol-3,20-dione***δ(4)-pregnene-17α-ol-3,20-dione***δ(4)-pregnene-17a-ol-3,20-dione***17-alpha-Hydroxyprogesterone***17-Hydroxypregn-4-ene-3,20-dione***17-OH Progesterone***17-OHP***17a-Hydroxypregn-4-ene-3,20-dione***17a-Hydroxyprogesterone***17alpha-Hydroxyprogesterone***D4-Pregnen-17a-ol-3,20-dione***Gestageno***gestageno Gador***Pregn-4-en-17a-ol-3,20-dione***Prodix***Prodox***17 Hydroxyprogesterone***17-Hydroxyprogesterone, (17 alpha)-isomer***17 alpha Hydroxyprogesterone***17 alpha-Hydroxyprogesterone***17-Hydroxyprogesterone, (9 beta, 10 alpha)-isomer","17-Hydroxypregn-4-ene-3,20-dione",,C21H30O3,0,330.4611,330.2194948,http://identifiers.org/vmhmetabolite/17ahprgstrn,17ahprgstrn,LMST02030161,,,C01176,6238,17252,,"InChI=1S/C21H30O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h12,16-18,24H,4-11H2,1-3H3/t16-,17+,18+,19+,20+,21+/m1/s1",DBPWSSGDRRHUNT-CEGNMAFCSA-N,[H]O[C@]1(C(=O)C([H])([H])[H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])C4=C([H])C(=O)C([H])([H])C([H])([H])[C@]4(C([H])([H])[H])[C@@]3([H])C([H])([H])C([H])([H])[C@]12C([H])([H])[H],HMDB0000374,MNXM162621,cpd00866,,17ahprgstrn,17ahprgstrn,,,,,,17ahprgstrn,FDB021992,6002,,17-Hydroxyprogesterone,,,,5363,68-96-2,DTXSID6040747,,,,,17ahprgstrn,True,True,cpd:C01176,path:map04934;path:map01100;path:map04927;path:map00140;path:map04913,Cushing syndrome;Metabolic pathways;Cortisol synthesis and secretion;Steroid hormone biosynthesis;Ovarian steroidogenesis
